timestamp,session_id,vad_time_ms,stt_time_ms,llm_time_ms,memory_context_length,tts_time_ms,tts_cache_hit,user_input_length,response_length,wake_word_detected,total_time_ms
1756856294.602758,session_1756856294,50.0,750.0,1200.0,500,200.0,False,25,150,True,2200.0
1756858212.396356,session_1756858204,0,817.9590702056885,3300.441026687622,66,0.5438327789306641,True,30,654,True,4119.088888168335
1756858267.052777,session_1756858204,0,1420.5880165100098,1588.3359909057617,779,0.23508071899414062,True,688,169,True,3009.2248916625977
